"[0.011450405232608318,0.04453602805733681,0.1710105836391449,0.17568162083625793,0.0037402345333248377,0.1694408655166626,0.0073255375027656555,0.16213275492191315,0.1068146601319313,0.14786724746227264]","[0.00690195057541132,0.0483284592628479,0.008964872919023037,0.7688543796539307,0.004408753011375666,0.08134129643440247,0.003025115467607975,0.05636165663599968,0.01594097726047039,0.005872506648302078]","[0.001577508868649602,0.0036283843219280243,0.006699231918901205,0.9159796237945557,0.0005277913296595216,0.00730011984705925,0.0035362383350729942,0.03316522017121315,0.0073904311284422874,0.020195426419377327]","[0.0031149734277278185,0.012185872532427311,0.005768171977251768,0.22214347124099731,0.006198516581207514,0.5302621126174927,0.005662261974066496,0.013935575261712074,0.027463814243674278,0.1732652634382248]",,
"[0.021400725468993187,0.13303515315055847,0.01921539194881916,0.0008058822131715715,0.11432845145463943,0.3573227822780609,0.3332006633281708,0.0006930810632184148,0.012509127147495747,0.007488767616450787]","[0.016153525561094284,0.006551605649292469,0.869431734085083,0.00046603253576904535,0.01123826950788498,0.05940113961696625,0.020838823169469833,0.00207078387029469,0.0044257743284106255,0.009422293864190578]",,,,
"[0.005662943702191114,0.605861246585846,0.11681103706359863,0.020120101049542427,0.007529982831329107,0.11680594831705093,0.0326482392847538,0.021638093516230583,0.03587101399898529,0.03705139830708504]","[0.009874928742647171,0.18195655941963196,0.03319757431745529,0.0225553959608078,0.01403204258531332,0.09227593243122101,0.03543417900800705,0.11433470249176025,0.47180861234664917,0.024530038237571716]","[0.0035409361589699984,0.786462128162384,0.011385085061192513,0.06391540169715881,0.007682246156036854,0.04742160439491272,0.04062897711992264,0.008373222313821316,0.018201127648353577,0.012389286421239376]","[0.015499229542911053,0.32927823066711426,0.02347097359597683,0.05640190839767456,0.022646963596343994,0.13892921805381775,0.08671054244041443,0.0827956423163414,0.16869713366031647,0.07557012140750885]","[0.008332907222211361,0.5335596203804016,0.06715703010559082,0.02654435858130455,0.008812508545815945,0.05064944177865982,0.21671345829963684,0.03520991653203964,0.02422427199780941,0.02879648096859455]","[0.007649363484233618,0.3223847448825836,0.12707774341106415,0.23044663667678833,0.02078767493367195,0.1202741488814354,0.024868331849575043,0.018728774040937424,0.10808145999908447,0.01970111019909382]"
"[0.0009853321826085448,0.9528915286064148,0.002732996130362153,0.003969025798141956,0.0010156001662835479,0.0130865927785635,0.0062082987278699875,0.0019051233539357781,0.005941749084740877,0.011263846419751644]","[0.0021825621370226145,0.8773006796836853,0.016820285469293594,0.022839799523353577,0.0036116524133831263,0.00910921674221754,0.010244449600577354,0.017782296985387802,0.033792443573474884,0.006316585466265678]","[0.0030764301773160696,0.8187467455863953,0.014904790557920933,0.06117260828614235,0.0030641425400972366,0.024732209742069244,0.039444681257009506,0.007844575680792332,0.009307187981903553,0.017706723883748055]","[0.002972062909975648,0.7538371682167053,0.011460349895060062,0.02095124125480652,0.014981746673583984,0.04902243986725807,0.038465265184640884,0.01595207490026951,0.05198412388563156,0.04037350416183472]",,
"[0.0010741513688117266,0.9335260391235352,0.002787085482850671,0.006668139714747667,0.0010849025566130877,0.02345842681825161,0.005799469072371721,0.0023410841822624207,0.007929250597953796,0.015331484377384186]","[0.0024214431177824736,0.8440736532211304,0.016613567247986794,0.03322615474462509,0.00353917945176363,0.016282372176647186,0.008385802619159222,0.024173706769943237,0.04021487012505531,0.011069265194237232]","[0.0032340213656425476,0.7871870398521423,0.012131541967391968,0.06720343977212906,0.004158268216997385,0.03751097619533539,0.023847825825214386,0.018835410475730896,0.021504268050193787,0.024387311190366745]","[0.0034081493504345417,0.5936949253082275,0.010244959965348244,0.03636445105075836,0.01786416582763195,0.11754617840051651,0.035123128443956375,0.013580063357949257,0.04397840052843094,0.12819555401802063]",,
"[0.000690717191901058,0.9720467329025269,0.002113430993631482,0.0020856638438999653,0.0002803401730488986,0.009169594384729862,0.004260570742189884,0.0006366440793499351,0.005456940736621618,0.0032593365758657455]","[0.0028045750223100185,0.5353975892066956,0.2450992614030838,0.014489823020994663,0.001668279990553856,0.0112202363088727,0.012922213412821293,0.03271251544356346,0.13460683822631836,0.009078697301447392]","[0.0005124578601680696,0.9792559146881104,0.0016406935174018145,0.005374616477638483,0.00039318366907536983,0.0024874808732420206,0.002088957466185093,0.0013917115284129977,0.006453785579651594,0.00040122802602127194]","[0.0020336408633738756,0.8821761608123779,0.012604051269590855,0.029515881091356277,0.007693794090300798,0.014425349421799183,0.01697673834860325,0.0055537899024784565,0.02475973591208458,0.004260777495801449]","[0.0017640114529058337,0.9240767359733582,0.009128885343670845,0.018256787210702896,0.0007765674381516874,0.011338167823851109,0.016072524711489677,0.0038720970042049885,0.01188821904361248,0.002825953299179673]",
"[0.00622468302026391,0.7441158890724182,0.0420406237244606,0.01922202855348587,0.0032786622177809477,0.03880318999290466,0.019781945273280144,0.025482816621661186,0.0853455513715744,0.01570473052561283]","[0.0005509909824468195,0.9805764555931091,0.000790235644672066,0.010268089361488819,0.00043971871491521597,0.002321583218872547,0.001928510144352913,0.0006903241155669093,0.0017276406288146973,0.0007063318626023829]","[0.00506706815212965,0.8190626502037048,0.01624586433172226,0.04117869585752487,0.002657477045431733,0.035417381674051285,0.03213595226407051,0.011300110258162022,0.025170549750328064,0.011764215305447578]",,,
"[0.0046218824572861195,0.7269481420516968,0.08190497010946274,0.011471848003566265,0.003444699803367257,0.023595379665493965,0.017189275473356247,0.01629459671676159,0.10833919793367386,0.006189937237650156]","[0.00060080032562837,0.9764571785926819,0.001892083091661334,0.007767367642372847,0.0011535705998539925,0.004063796252012253,0.0027572945691645145,0.0011630834778770804,0.0037482811603695154,0.0003964877687394619]","[0.00402439059689641,0.8507935404777527,0.02542678825557232,0.033079031854867935,0.0025837060529738665,0.02471201680600643,0.03783814236521721,0.004947321489453316,0.012622607871890068,0.003972485661506653]","[0.0031747969333082438,0.770119845867157,0.01685691438615322,0.008785194717347622,0.004779826384037733,0.014477559365332127,0.01161291915923357,0.023947885259985924,0.1439366340637207,0.0023085488937795162]",,
"[0.0002494610089343041,0.9072768092155457,0.013159363530576229,0.0070664850063622,0.0007521968800574541,0.004614879842847586,0.002351184608414769,0.014782121405005455,0.03877335786819458,0.010974161326885223]","[5.8060108131030574e-05,0.9831635355949402,0.0006258196663111448,0.010156686417758465,0.00022363010793924332,0.0008565140888094902,0.0010066528338938951,0.001016690512187779,0.0013256723759695888,0.0015667785191908479]","[0.0001916584005812183,0.8794030547142029,0.002665539737790823,0.005822401959449053,0.0013027216773480177,0.0011233215918764472,0.0012649033451452851,0.01230715587735176,0.08966889977455139,0.006250484846532345]","[0.0006141834892332554,0.6674192547798157,0.00417418172582984,0.02283351495862007,0.011983543634414673,0.025523759424686432,0.00842470396310091,0.00584558118134737,0.024814771488308907,0.22836646437644958]",,
"[0.0013936723116785288,0.8705706596374512,0.026394439861178398,0.011110667139291763,0.0014263882767409086,0.017952609807252884,0.009126520715653896,0.010097245685756207,0.03416064381599426,0.01776711456477642]","[0.0007189131574705243,0.9577664732933044,0.00262882630340755,0.012631116434931755,0.0010697543621063232,0.006325216963887215,0.0031829767394810915,0.004361486993730068,0.009497512131929398,0.0018177994061261415]","[0.0015562730841338634,0.8959705829620361,0.007803436368703842,0.02898486517369747,0.001392127713188529,0.020185252651572227,0.015382857993245125,0.007254029158502817,0.011406532488763332,0.010064056143164635]","[0.005893731024116278,0.643227219581604,0.010887764394283295,0.033304259181022644,0.007902075536549091,0.07271019369363785,0.025276456028223038,0.036477141082286835,0.11099303513765335,0.05332816764712334]","[0.00644201273098588,0.720284640789032,0.05049217492341995,0.03468766808509827,0.003598108422011137,0.027215849608182907,0.04850318282842636,0.047533776611089706,0.026808515191078186,0.03443402796983719]",
"[0.029599208384752274,0.015201426111161709,0.026076633483171463,0.00905681774020195,0.006668573711067438,0.30900052189826965,0.0018965499475598335,0.22590646147727966,0.3029947280883789,0.07359906286001205]","[0.027035405859351158,0.18171535432338715,0.00633225217461586,0.11895991116762161,0.033806610852479935,0.3894426226615906,0.0035819627810269594,0.15027695894241333,0.05776849761605263,0.03108043782413006]","[0.015559962950646877,0.012186313979327679,0.0045863427221775055,0.019357923418283463,0.012743827886879444,0.7516331672668457,0.0028214415069669485,0.04763372614979744,0.045167114585638046,0.08831020444631577]",,,
"[0.0005346477264538407,0.9311443567276001,0.019720034673810005,0.00404244102537632,0.00047299519064836204,0.006615174002945423,0.007504797074943781,0.0030492853838950396,0.02213059552013874,0.0047856224700808525]","[0.0002187737263739109,0.9861413240432739,0.001289626699872315,0.0029186217579990625,0.00025359445135109127,0.0027133983094245195,0.002370083937421441,0.0007744146860204637,0.0029404961969703436,0.0003795401134993881]","[0.001433154451660812,0.890146017074585,0.008365489542484283,0.013646034523844719,0.0014623655006289482,0.014110639691352844,0.022989263758063316,0.006180481519550085,0.03282150626182556,0.008844987489283085]",,,
"[0.00017144749290309846,0.9353265166282654,0.0194536205381155,0.0016610409365966916,0.0001740376465022564,0.0008743451326154172,0.0023047944996505976,0.004556076601147652,0.0324992798268795,0.0029788732063025236]","[1.298582719755359e-05,0.9984103441238403,0.00013693321670871228,0.0006772266351617873,2.8927161110914312e-05,0.00016864707868080586,0.00020972480706404895,0.00010158627264900133,0.0002086190797854215,4.482775693759322e-05]","[0.00022558803902938962,0.9272837042808533,0.010139803402125835,0.022988781332969666,0.0003314968489576131,0.000780178583227098,0.010750452987849712,0.0069055454805493355,0.013040474615991116,0.007553890813142061]","[0.0005788658745586872,0.923326849937439,0.0038566780276596546,0.005273530725389719,0.001369871199131012,0.004816383123397827,0.007481982000172138,0.005695144180208445,0.03412260487675667,0.013478078879415989]",,
"[0.0028675768990069628,0.006155918352305889,0.9072384834289551,0.0007468912517651916,0.003404706483706832,0.012816332280635834,0.06250808387994766,0.001266219187527895,0.002564564812928438,0.0004312383243814111]","[0.01959565281867981,0.00827972125262022,0.27991965413093567,0.002430723514407873,0.040131278336048126,0.039312221109867096,0.2705645263195038,0.04141111299395561,0.29753702878952026,0.0008181036100722849]","[0.006663055624812841,0.364544153213501,0.04222804680466652,0.08894173800945282,0.12319240719079971,0.012256859801709652,0.3541204333305359,0.002985747065395117,0.004684021230787039,0.00038349124952219427]","[0.007564414292573929,0.009472752921283245,0.08797347545623779,0.004327378235757351,0.014526216313242912,0.018947118893265724,0.8501579761505127,0.002622110303491354,0.003861077129840851,0.0005473718629218638]","[0.018558327108621597,0.006964573170989752,0.05375438928604126,0.0025141944643110037,0.03060191497206688,0.03050808422267437,0.8251392245292664,0.006158746778964996,0.024315234273672104,0.0014853185275569558]",
"[0.007818561047315598,0.05371595919132233,0.09641819447278976,0.011775325052440166,0.090397410094738,0.04404662922024727,0.01117043849080801,0.12043633311986923,0.36870941519737244,0.19551178812980652]","[0.008434170857071877,0.19944290816783905,0.02762892283499241,0.0961398035287857,0.33699655532836914,0.04024133086204529,0.02902728132903576,0.039085160940885544,0.052169181406497955,0.17083464562892914]","[0.00861364882439375,0.03569907695055008,0.013994446024298668,0.012768624350428581,0.3112035095691681,0.052786435931921005,0.013753322884440422,0.06320435553789139,0.278530091047287,0.2094464749097824]","[0.013316900469362736,0.07915318012237549,0.09257552772760391,0.019795017316937447,0.12311055511236191,0.0312562957406044,0.07113776355981827,0.17546114325523376,0.0802483856678009,0.3139452636241913]","[0.009115085005760193,0.0793486014008522,0.15540695190429688,0.10848894715309143,0.23812365531921387,0.07036877423524857,0.009844656102359295,0.023642586544156075,0.24421009421348572,0.06145068258047104]",
"[0.00017361641221214086,0.9699087738990784,0.01455196924507618,0.0016636359505355358,0.000144073273986578,0.003468239214271307,0.0036038043908774853,0.0008879195665940642,0.004187394864857197,0.0014106141170486808]","[0.00011529096809681505,0.9862356781959534,0.0011996094835922122,0.0019494399894028902,0.00015347804583143443,0.0013120583025738597,0.0018940824083983898,0.0008840849623084068,0.005907678976655006,0.000348622357705608]","[0.0002570467768236995,0.9711299538612366,0.0033270178828388453,0.005746888462454081,0.0002487761958036572,0.004411608446389437,0.00873256754130125,0.0011318745091557503,0.0038576326332986355,0.0011565897148102522]","[0.00033034812076948583,0.9351806640625,0.004067476373165846,0.005036095157265663,0.0017510681645944715,0.01929151453077793,0.01477127056568861,0.0011360689532011747,0.010960142128169537,0.007475204300135374]",,
"[0.007138444110751152,0.0010878833709284663,0.10998132824897766,0.13574151694774628,0.000471855397336185,0.609329342842102,0.0002656394790392369,0.00044250075006857514,0.12733341753482819,0.008207976818084717]","[0.005537115503102541,0.0024228827096521854,0.009342934004962444,0.7485268712043762,0.0006136643351055682,0.1811017543077469,0.00014389274292625487,0.00037083044298924506,0.0513346865773201,0.0006053380784578621]","[0.00773668335750699,0.001016970258206129,0.016540076583623886,0.5514523983001709,0.0004270294448360801,0.4016411602497101,0.0004963185056112707,0.00029805771191604435,0.01795969158411026,0.0024315782357007265]","[0.01636691950261593,0.00046834026579745114,0.009175274521112442,0.14808931946754456,0.0009877526899799705,0.610395073890686,0.0004089036665391177,0.000651205366011709,0.20533722639083862,0.008120105601847172]","[0.018305934965610504,0.002539824228733778,0.24932512640953064,0.42241987586021423,0.0006462270976044238,0.25286421179771423,0.013215938583016396,0.0019212268525734544,0.03193552792072296,0.006826075259596109]","[0.0038837632164359093,0.0004778785223606974,0.11363402009010315,0.5693272948265076,0.00024043086159508675,0.30027803778648376,6.31729417364113e-05,0.00010338032006984577,0.011098242364823818,0.0008937973179854453]"
"[0.0009600979392416775,0.9246835708618164,0.0113521171733737,0.00661018630489707,0.0004477696493268013,0.010638095438480377,0.004226538818329573,0.007142620161175728,0.023559963330626488,0.010379159823060036]","[0.0004192529304418713,0.9793558716773987,0.0008496911032125354,0.006588516291230917,0.00022237174562178552,0.0029014861211180687,0.0012982221087440848,0.0030484155286103487,0.004552239086478949,0.0007638575625605881]","[0.001542378100566566,0.8881828188896179,0.006242787465453148,0.04775819182395935,0.0055976929143071175,0.01393869984894991,0.004279071465134621,0.010892563499510288,0.01448045577853918,0.007085257209837437]",,,
"[0.0004444922087714076,0.927958071231842,0.0135614899918437,0.0064815618097782135,0.003778003389015794,0.0036454894579946995,0.0017571132630109787,0.007593911606818438,0.033488500863313675,0.0012913625687360764]","[0.001947247190400958,0.7729690670967102,0.021428745239973068,0.020428895950317383,0.014974035322666168,0.013903004117310047,0.010335274040699005,0.029836641624569893,0.10743839293718338,0.006738721858710051]","[0.0007560061058029532,0.9022921919822693,0.03778143972158432,0.007344232406467199,0.003916243556886911,0.004805309232324362,0.010314572602510452,0.010855629108846188,0.019937193021178246,0.001997220329940319]",,,
"[0.027019916102290154,0.018597867339849472,0.016619810834527016,0.010179446078836918,0.005478860344737768,0.7690644860267639,0.0012142828200012445,0.022483963519334793,0.10599464923143387,0.023346683010458946]","[0.03780188038945198,0.00846457201987505,0.0070844837464392185,0.00806647352874279,0.006699849851429462,0.6033756732940674,0.0010748811764642596,0.09776520729064941,0.22438965737819672,0.005277261137962341]","[0.037166059017181396,0.07305146008729935,0.005556431598961353,0.08531444519758224,0.00994088500738144,0.7335281372070312,0.002810147125273943,0.013956640847027302,0.025034476071596146,0.013641396537423134]","[0.010730188339948654,0.006549330893903971,0.0021190145052969456,0.0054688239470124245,0.008700279518961906,0.9024128913879395,0.0010837564477697015,0.00659566093236208,0.04101850837469101,0.015321658924221992]","[0.12383715808391571,0.010846348479390144,0.005103107076138258,0.019453542307019234,0.0044905049726367,0.361609548330307,0.002159060910344124,0.18279671669006348,0.2692447304725647,0.020459221675992012]","[0.05978703498840332,0.03493055701255798,0.019600760191679,0.024243095889687538,0.008527053520083427,0.7036802172660828,0.010191813111305237,0.06630432605743408,0.05229075625538826,0.020444346591830254]"
"[0.0015111459651961923,0.8573023080825806,0.012278326787054539,0.015815136954188347,0.0035235744435340166,0.0390029177069664,0.009797406382858753,0.011054525151848793,0.044275566935539246,0.005439150147140026]","[0.002083008410409093,0.7326738238334656,0.014158837497234344,0.044190794229507446,0.006556887179613113,0.10913962125778198,0.03216103836894035,0.011282172985374928,0.038039617240428925,0.00971423089504242]","[0.004798989277333021,0.6021503210067749,0.014037983492016792,0.0243164524435997,0.011105035431683064,0.12222226709127426,0.0317448191344738,0.03524751961231232,0.13419584929943085,0.02018071711063385]",,,
"[0.001767573761753738,0.025532593950629234,0.02799835056066513,0.03342297673225403,0.29235154390335083,0.11055251210927963,0.009814740158617496,0.007677771151065826,0.16117241978645325,0.32970955967903137]","[0.0016552165616303682,0.03462376818060875,0.005482150241732597,0.11520067602396011,0.5779590606689453,0.09169955551624298,0.017966371029615402,0.006363403517752886,0.06389395147562027,0.08515583723783493]","[0.0005130255594849586,0.006693425588309765,0.001909399637952447,0.015645066276192665,0.7085791826248169,0.10874224454164505,0.008103352040052414,0.0014036563225090504,0.025482673197984695,0.12292797118425369]","[0.005456813611090183,0.019791806116700172,0.011194982565939426,0.049787361174821854,0.399731308221817,0.060788918286561966,0.045664232224226,0.03528161719441414,0.15303801000118256,0.2192649245262146]","[0.002675215480849147,0.025333775207400322,0.06575305014848709,0.24210034310817719,0.24163569509983063,0.2445017397403717,0.006625753827393055,0.005330951418727636,0.05702166259288788,0.10902184247970581]","[0.00032624343293718994,0.004440235439687967,0.0023298049345612526,0.09627030044794083,0.7698350548744202,0.046771351248025894,0.002067454857751727,0.0006101502804085612,0.0723927840590477,0.004956675227731466]"
"[0.00028827908681705594,0.9657052159309387,0.009114639833569527,0.0031969209667295218,0.00043935890425927937,0.00655070086941123,0.002775377593934536,0.002208065241575241,0.006153053604066372,0.0035684455651789904]","[0.00029369237017817795,0.9715373516082764,0.0013155759079381824,0.005207199603319168,0.0006659595528617501,0.003530058776959777,0.002182248281314969,0.003255039919167757,0.010401158593595028,0.001611742889508605]","[0.0005094712832942605,0.9358265399932861,0.0034181769005954266,0.009757708758115768,0.0018025328172370791,0.016899704933166504,0.009047037921845913,0.003205751534551382,0.011142340488731861,0.008390678092837334]","[0.0013770445948466659,0.9214510917663574,0.005695780273526907,0.008005155250430107,0.0009998054010793567,0.007120625581592321,0.012364697642624378,0.016177300363779068,0.02019491419196129,0.0066135660745203495]","[0.0005412723403424025,0.9303745031356812,0.016959477216005325,0.019441032782197,0.0007764363544993103,0.011598114855587482,0.0036004227586090565,0.0034956419840455055,0.009867398999631405,0.003345737000927329]","[0.00041731380042620003,0.9110934734344482,0.003609333885833621,0.027003148570656776,0.002361941384151578,0.009293431416153908,0.002792712999507785,0.002722491743043065,0.037512388080358505,0.003193738404661417]"
